Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
"USER Hah cuman buat orang kek lu pecun.. Dang , aduh gk bgt orang kaya lu di bacotin dikit aja udah sesek napas'",1,1,1,0,0,0,0,1,0,1,0,0
USER USER ASTAGA BOLOT BANGET DIA',1,1,1,0,0,0,1,0,0,1,0,0
"Nk marah2 tk payah buat grab la woi, g duduk diam2 dalam rumah \nStupid idiot punya org, sbb bodoh dia tahap tk blh bwk bincang dh'",1,1,1,0,0,0,1,0,0,1,0,0
USER Mulut Banci.ngurus diri sendiri aja.belum tentu benar. DasaDasar iblis benar berujud manusia. Muncul jelang pilkada.syaraf USER',1,1,1,0,0,0,0,1,0,1,0,0
"USER USER USER Babi sipit banci pake akun fake, lebih hina dari babi bahkan'",1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER Indah tai sapi matalu picek \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84',1,1,1,0,0,0,1,0,0,1,0,0
"Hijrah katanya, tapi hijrahnya kearah yg lebih parah lagi, karna ada sarananya DUIT, jadilah dia ahlikul MABOK dan penikmat selangkangan PECUN, sudah dasarnya isi otak cuma SEMPAK susah di robah,'",1,1,1,0,0,0,1,1,0,1,0,0
USER BENCONG TREAK BENCONG',1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER USER Bangga jadi JONGOS emang lu sendiri Udeh ngapain aja BABU ? Njilat memek BOSOK Jablay Alexis?',1,1,1,0,0,0,0,1,0,1,0,0
Puasa ora sok sokan gaweni story bukber kantor. Ngentod fuck pencitraan. Yosy Bin Darto',1,1,1,0,0,0,0,1,0,1,0,0
"Saya ke pick wgl sekali doang, mungkin mata dia picek pas pick saya.'",1,1,1,0,0,0,1,0,0,1,0,0
Kamu bilang Gue Bangsat?..\nMatamu Ambleg kuwi..\nOtaknya dipake..\nBaca pelan lalu ditafsirkan Maksud Gue Apa..\nNdasmu Amoh Kuwi mbangsat\xc2\xb2 ne wong liyo \nKaton Goblok mu..\nDurung Pinter Medsosan Ngablak ndisiti.. URL,1,1,1,0,0,0,1,0,0,1,0,0
USER Psi itu kan kumpulan perek2 dan perek laki2 sekjenya jd otaknya duit2 suruh mikir ga bisa sama bgt dgn KEBO',1,1,0,1,0,0,0,1,0,0,1,0
RT USER: USER USER USER kebanyakan alasan...\nsi banci bloon itu cuma TAKUT MALU... URL,1,1,1,0,0,0,0,1,0,1,0,0
"USER USER Dia mau nemenin ahok , biar bisa puasin ahok si USER Kan Maho \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,1,0,0,0,0,1,0,1,0,0
Peling ga suka sma org mynafik.... blng sma aa mw berhnti di dunia halu.. tp nyatanya di blued live coli... dihh anjinxx bgts ya maho kek gth..klo ga mau aa kenal gpp ko.. ga rugi aa mah.ngpn knal sma org munafik kek lu..',1,1,1,0,0,0,0,1,0,1,0,0
RT USER: #ombudsman budek dan buta terhadap #Reklamasi ... sebenarnya kalian kerja untuk siapa ? Rakyat kecil atau Jongos Aseng da\xe2\x80\xa6',1,1,0,1,0,0,1,0,0,0,1,0
"""halah palingan kalo lu dikasih pap nenen sama memek juga doyan. gak usah munafik deh""\n\nheh upil dimana-mana kucing garong kalo dikasih ikan asin ya doyan-doyan aja.'",1,1,1,0,0,0,0,1,0,1,0,0
(Adrp) USER dasar jablay',1,1,1,0,0,0,0,1,0,1,0,0
"Apa bedanya kamu sama orang yg suka menjelek jelekan karna tidak sesuai dengan yang kamu mau, tpi kamu nya sendiri suka jelek jelekin orang ? Mein idiot'",1,1,1,0,0,0,1,0,0,1,0,0
"Tyas Mirasih ? Pecun gitu, dulu bareng sama aku agency nya'",1,1,1,0,0,0,0,1,0,1,0,0
ngejelek-jelekin orang kok dibelakang? didepan dong.. Ga punya nyali yah? Situ banci? hahaha',1,1,1,0,0,0,0,1,0,1,0,0
"USER Klu bpk punya bukti pak jokowi bagi2 sembako pakai apbn laporkan k poiisi, tp klu gk da bukti cocot mu ojok mangap koyok bajul'",1,1,1,0,0,0,1,0,0,1,0,0
USER Emng anjg itu org sarap . Pusing gua liatny',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER Baru jd calon legislatif aja udah budek &amp; ngawur, kebayang ntar kl dah jd \xf0\x9f\xa4\x94\xf0\x9f\x98\x84'",1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER USER USER Amit amit jabang bayi dopinadoh minggato setan gombel setan banci sko TL',1,1,1,0,0,0,0,1,0,1,0,0
"USER USER USER Matamu picek, itu kinerja lanjutan dari USER alias Ahok.'",1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER kebanyakan alasan...\nsi banci bloon itu cuma TAKUT MALU... URL,1,1,1,0,0,0,0,1,0,1,0,0
Apa cocok2 penis dgn 4 istri bukan prilaku seks NYIMPANG? USER MUI: LGBT dinilai sebagai perilaku seks menyimpang,1,1,0,1,0,0,0,1,0,0,1,0
USER Muka lo aja burik bangsat. Gimana mau dapat ewean USER',1,1,1,0,0,0,1,1,0,1,0,0
USER Dungu idiot permanen',1,1,1,0,0,0,1,0,0,1,0,0
USER kaya banci kali ya',1,1,1,0,0,0,0,1,0,1,0,0
"USER USER Seblum tanya agama om USER , saya boleh tanya, dah berapa lama Anda idiot? Dah berapa lama nyebur ke kolam? Kok butek banget sih?",1,1,1,0,0,0,1,0,0,1,0,0
USER USER Jablay emang lo ya',1,1,1,0,0,0,0,1,0,1,0,0
USER Luhut si muka bajingan skrng perusahaany bnyk duit dr mn dia',1,1,1,0,0,0,1,0,0,1,0,0
Ni ada lagi gerakan USER kntl pembela chibi anzing',1,1,0,1,0,0,0,1,0,0,1,0
USER Kan elo juga maho ew',1,1,1,0,0,0,0,1,0,1,0,0
"#ILCPrabowoMenyerang setelah minggu lalu ilc enggak mutu, kini sangat luar biasa karena dpt menghadirkan orang gila tampa kuping\xf0\x9f\x98\xb5'",1,1,1,0,0,0,1,0,0,1,0,0
USER Iya betul juga ya. Aku kok merasa BODOH membalas komen2mu yang tolol..... hehehe.. makanya balik ke bangku sekolah.. baca banyak data. Jangan karena rasa bencimu OTAK mu jadi gagal bekerja.',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER Matamu memang picek,kebencianmu terhadap pak Jokowi menutupi hati dan pikiranmu,sejarah baru tercipta di era pak Jokowi,makanya buka kaca mata itu.\xf0\x9f\x98\x9c\nEnte cm melihat hutang negara di era pak J",1,1,1,0,0,0,1,0,0,1,0,0
"W'kesian kes ma oposisi.Makin ksni y malah jd bolot.! Soal itung mengitung sri mulyani mah emang suhu y,boleh dibilang klas dunia, URL",1,1,0,1,0,0,1,0,0,0,1,0
"USER USER USER USER USER USER Udah TOLOL, bencong lagi.... bencoooooooonnnnnnggggg...... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xaa'",1,1,1,0,0,0,0,1,0,1,0,0
Emg kntl ini indihome -_-',1,1,0,1,0,0,0,1,0,0,1,0
USER USER Lo nya lah yg ngentot tu',1,1,1,0,0,0,0,1,0,1,0,0
RT USER: Teriakin Ombusmin dan Ombusman Banci Kaleng....\n#OmbusdmanBanciKaleng URL,1,1,0,1,0,0,0,1,0,0,1,0
"USER lu bolot, lemot. masa gitu doang ga ngerti'",1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER USER Neng andi, ngopi dulu gihh..\n\xf0\x9f\x98\x92Congor lu konslet \xf0\x9f\x98\x85'",1,1,1,0,0,0,1,0,0,1,0,0
rp haneul sok pemes padahal cupu mau aja dientotin.yang on retweet',1,1,1,0,0,0,0,1,0,1,0,0
"USER USER Udh tua emg,makanya picek'",1,1,1,0,0,0,1,0,0,1,0,0
"USER Titit lah anies ni, jangan jadi wapres prabowo anjenk'",1,1,1,0,0,0,0,1,0,1,0,0
USER USER Jokowi diktator muka ndeso hehehe,1,1,1,0,0,0,1,0,0,1,0,0
"USER Gembel sok elit lo,ngewe di sari ayu halo mas ma kelas kambing itu mainan gue tahun 2001 main tuh di hotel jayakarta tematik clasic malio x2 sumo sama sampingnya atau yang udah di tutup alexis ah mainan cebong USER kelas kambing cc USER",1,1,1,0,0,0,0,1,0,1,0,0
RT USER: USER lo yang sarap \xf0\x9f\x98\xa1',1,1,1,0,0,0,1,0,0,1,0,0
Bilang sayang duluan lu juga yang ninggalin gua duluan kntl',1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER USER USER sampean bener2 idiot... kok gak malu ya umbar kegoblokkan berulang2 terus',1,1,1,0,0,0,1,0,0,1,0,0
USER Tangkap aja itu jendral banci kayak prabowo yg bodoh,1,1,1,0,0,0,0,1,0,0,0,1
USER sarap emang:(',1,1,1,0,0,0,1,0,0,1,0,0
USER USER Banci Kaleng...\nKaleng kosong nyaring suaranya',1,1,1,0,0,0,0,1,0,1,0,0
"kalo cewe x cowo kapelan manggil daddy-baby masih bisa diterima lah ya. ini cowo x cowo gausah pake daddy-baby an segala, jijik bangzat'",1,1,0,1,0,0,0,1,0,0,1,0
Wasit picek.',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER Nope. Banci lebih berani lawan norma2 sosayeti dan jadi diri sendiri. So, the lowest human being ya si manusia kacrut itu.'",1,1,1,0,0,0,0,1,0,1,0,0
"USER woy sat, budek ya lo'",1,1,1,0,0,0,1,0,0,1,0,0
"USER Tapi kau lemak tepu, takleh transfer dah sbb cacat kekal \xf0\x9f\x98\xad bye'",1,1,1,0,0,0,1,0,0,1,0,0
"USER Pemikiran busuk itu membunuh biasa, sekarang ini banyak korban dibunuh ,tentara polisi masarakat juga di bunuh sparatis , picek kah matamu.'",1,1,1,0,0,0,1,0,0,1,0,0
"USER Dia bodoh gila, pi baca tweet2 dia semua masalah sial'",1,1,1,0,0,0,1,0,0,1,0,0
beneran sinting itu orang huf',1,1,1,0,0,0,1,0,0,1,0,0
USER USER Eh bencong gak usah fitnah fitnah luh ya',1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER USER USER USER USER USER Langsung ga main twitter si bani bokep itu dr kemaren. Hobi kritik presiden tp gaweannya cuma coli sambil ngebokep ya om. Miris \xf0\x9f\x98\x82\xf,1,1,1,0,0,0,0,1,0,1,0,0
Woy njing!! ibumu pelacur ya pantesan kelakuan lu bejad! Dasar anak haram!! USER bruakakakak :D',1,1,0,1,0,0,0,1,0,0,1,0
"USER: Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah",1,1,0,1,0,0,0,1,0,0,1,0
USER Sok ganteng banget si bencong',1,1,1,0,0,0,0,1,0,1,0,0
Dasar bolot URL,1,1,1,0,0,0,1,0,0,1,0,0
"USER Gini nih klw orang keluar dari memek perek ,,ngapa luh gak seneng gw bilang bgtu emak lu perek,,ketemuan yuks'",1,1,0,1,0,0,0,1,0,0,1,0
USER USER Tenggelamkan....itu bocah kepalanya korengan yg maha sombong selangit. Nangislaj kau keparat dlm wkt secepatnya',1,1,1,0,0,0,1,0,0,1,0,0
USER USER Berisik duo maho',1,1,1,0,0,0,0,1,0,1,0,0
USER Lu mah ga budek cuman congean',1,1,1,0,0,0,1,0,0,1,0,0
"USER jiahahahhh si bencong idiot galau apa ngeper neh ketauan sering nyebarin berita fitnah .......maklum sih gw sama bencong turunan gerwani spt elo itu cong,gak fitnah gak makan kan .sama spt kerjaan lo yg suka mangkal di emperan ....hihihihihihi'",1,1,1,0,0,0,1,1,0,1,0,0
"USER SOMBONG!!! BANYAK BACOT!! AWAK RUPE MACAM MONYET, AWAK BECAKAP TU PAKAI AKAL SIKIT!! ADA MASANYA ORANG TERSINGGUNG ANJING'",1,1,1,0,0,0,1,0,0,1,0,0
"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL",1,1,1,0,0,0,0,1,0,1,0,0
USER lu JUGA SIPIT bri!',1,1,1,0,0,0,1,0,0,1,0,0
HAHAHA matamu picek a?',1,1,1,0,0,0,1,0,0,1,0,0
"USER Ancaman bom dari mata sipit, juga lucu2an ya... ?\n\n#LUCULUCUAN'",1,1,1,0,0,0,1,0,0,1,0,0
USER Ngaca idiot. Idiot manggil idiot',1,1,1,0,0,0,1,0,0,1,0,0
USER Amit amit itu mulut apa congor satwa yang namanya anjing sih',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER Guobloge nemen lek mempertahankan jokowi. Utang akeh sing go bangun pirang persen? Podo gak melek data, picek!'",1,1,1,0,0,0,1,0,0,1,0,0
USER anjg bener bener ayam kampus ya lo',1,1,1,0,0,0,0,1,0,1,0,0
udah udik gay lagi.',1,1,1,0,0,0,0,1,0,1,0,0
RT USER Kebijakan om jokowi yg diktator bukan wajah lugu nya om.,1,0,1,0,0,0,1,0,0,1,0,0
USER USER dasar duo homo sarap hadehh pusing pala bebi',1,1,1,0,0,0,0,1,0,1,0,0
"tweetnya snek gua rt aja lah, cape gua ngurusin banci.'",1,1,1,0,0,0,0,1,0,1,0,0
Heh! Bisa ga tutup congor lo yg bau itu! Bacot mulu kerjaan lo!',1,1,1,0,0,0,1,0,0,1,0,0
Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM supaya marah? dengan #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,1,1,0,1,0,0,1,0,0,0,1,0
USER DEMI APASIH PICek NIH YG BLG LUCU',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER USER USER Loe Bong ga denger jeritan Petani??ga denger jeritan Petani Garam?? Apa jgn loe BOLOT akut??...pemerataan apa yg loe maksud Bong?? Gw mohon dgn sangat,,segeralah Bersihin Kerak Otak Lumpur Loe yg sdh mengera",1,1,1,0,0,0,1,0,0,1,0,0
"USER Mentang2 berkuasa semua mau diambil, bahkan juga kewenangan judisial, \nsarap ...'",1,1,1,0,0,0,1,0,0,1,0,0
USER Kabur? Pemain lu aja yang dongo.... Tribun kosong dipanjat.... Hahahaha \n... Ah payah dah.. Kontol2an.. Haha',1,1,0,1,0,0,0,1,0,0,1,0
Wooyyy Njing!! ibumu pelacur ya pantesan kelakuan lu bejad! Dasar anak haram!! USER ckakakakak :D',1,1,0,1,0,0,0,1,0,0,1,0
Njinggg!! Bencong banyak gayya... pke block2 wa.',1,1,1,0,0,0,0,1,0,1,0,0
"Persetan dengan bocah kntl yg so kerad kecewa sekolah ganti nama \xf0\x9f\x98\x92\xf0\x9f\x98\x92 so pemes lu tong,biar apa coba.\n\nSekola lu kerjaannya cuma Pacaran,tidur sama jajan aja so so an bilang harga diri \xf0\x9f\x98\x92'",1,1,1,0,0,0,0,1,0,1,0,0
indonesia palsu = tanah pelacuran,1,1,0,1,0,0,0,1,0,0,1,0
USER Anda hebat bs mengukur kadar keimanan seseorang. Tp kadarmu tak kau lihat.. Apakah anda tergolong orang yg dah picek mata hatinya',1,1,1,0,0,0,1,0,0,1,0,0
"mau marah tp kok kasian sm yg udh kerja keras tnpa bacot. tp kalo didiemin, yg kerja keras banyak bacot mlh tmbh bau mulutnya.'",1,1,1,0,0,0,1,0,0,1,0,0
USER emang kapan Tuhan pernah ikut pilgub sama lari ke arab ya cong??\nelo udah bencong otak idiot pula ....hina banget idup lo ya cong',1,1,1,0,0,0,1,1,0,1,0,0
USER Ikr udah tau picek pun masih selpi. \xf0\x9f\x98\xad\xf0\x9f\x98\xad',1,1,1,0,0,0,1,0,0,1,0,0
USER Eh ngentod gakusah ngegas!',1,1,1,0,0,0,0,1,0,1,0,0
"Oh paham \xf0\x9f\x98\x82\nItu cewek bercadar ingat cerita ini kali yak.. \nSaya kasih tau.. Ini cerita cuma ngasih minum anjing, bukan melihara anjing.. Elu paham kgak?? Dasar banci \xf0\x9f\x98\x82, aslinya cowok nyamar jadi cwek bercadar. URL",1,1,1,0,0,0,0,1,0,1,0,0
"USER Semarang kaline butek,,\nSing disayang mripate picek'",1,1,1,0,0,0,1,0,0,1,0,0
"Ciri Khas Cebong yg melekat..Kalah Data Fakta,langsung Otak porno nga keluar...???; #2019gantipresiden; #2019presidenbaru; #AsalbukanJokowi",1,1,1,0,0,0,0,1,0,1,0,0
RT USER: MANUSIA SINTING URL,1,1,1,0,0,0,1,0,0,1,0,0
USER USER Kalo sekedar foto doang mah anak idiot kek lu gitu bisa \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER USER Oh lo ewek mamak lo.. lahhh elo lahir dari hasil inses lo sama mamak lo.. Ihh banci ini gimana sih ? Sampe ibunya di ewek lo.. kelakuan anak haram kayak lo Serem ya?? Sdh jd hatters pemerintah, ter",1,1,1,0,0,0,0,1,0,1,0,0
"USER mukamu kaya pantat monyet, beruk, celeng.'",1,1,1,0,0,0,1,0,0,1,0,0
USER gini nich platipus idiot klo dikasi udara',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER Baru juga tuker cincin udah ditanya makanannya /sipitin mata/ belokin dikit itu mata ron, sipit bener'",1,0,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER Duhhh banci medsos muridnya napi 2 kali di bui ini ya, rumpi Bgtxx kayak junjungannya.. jelas jelas itu elo cong.. jd bencong mbok ya beradab dikit jangan kayak residivis gitu. Mentang2 punya guru mantan residivis 2 kali di b",1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER ...klo mardani jadi presiden mungkin dia jadi presiden maho pertama di indonesia gan \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,1,0,1,0,0
"Bencong macem Ivan lo percaya...hadeuhh kaka ny jd pelakor aja bangga ... yaiyalah dia blg idup gosah jujur2 amat, dese hobi boboin lekong mulu saban ke bali'",1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER USER USER USER USER USER matalu picek',1,1,1,0,0,0,1,0,0,1,0,0
USER USER ini si nenek nenek bermulut jembut ngoceh melulu keselek bulu jembut mati loe nek USER',1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER Di TV ada kok keterangan Menkes . Pd budek ajh kuping ny .',1,1,0,1,0,0,1,0,0,0,1,0
USER USER Cocot rusak',1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER Ohh iya ya pan otaknya dh kropos di makan blatung onta \xf0\x9f\x98\x82\xf0\x9f\x98\x8,1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER USER USER USER USER Picek a matamu',1,1,1,0,0,0,1,0,0,1,0,0
Dan jl tersebut adalah akses menuju velodrome yang dipake untuk asean games hehehe kebijakan gubernur yg sungguh keberpihakan titit kuda',1,1,1,0,0,0,0,1,0,1,0,0
USER USER Bego ah budek \xf0\x9f\x98\x91',1,1,1,0,0,0,1,0,0,1,0,0
USER Wajarlah cebong tambah gila akibat bela si kodok yg buat indonesia ancur lebur',1,1,0,1,0,0,1,0,0,0,1,0
USER Indahnya cocot pks. Kalau ngomong .ketum aja kaya bencong gaya bicaranya... hadehh sadizzz....!!!',1,1,1,0,0,0,0,1,0,1,0,0
USER Mata lu picek',1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Sarap nih pendukung Prabowo.,1,1,0,1,0,0,1,0,0,0,1,0
USER Tae. Isinya banci semwa yak?',1,1,0,1,0,0,0,1,0,0,1,0
USER Mumpung gua lagi kagak puasa.\n\nGAJELAS LU NGENTOD',1,1,1,0,0,0,0,1,0,1,0,0
USER picek mata lu',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER Lo punya quota ga,lo serching ya nyet brp nyawa yg melayang oleh rezim orba. Jangan kuota lo pk buat search bokep aj,biar otak lo ga kebalik kek kampret,bny baca,buka wawasan'",1,1,1,0,0,0,0,1,0,1,0,0
USER NAON ATUHLAH!!!!! SUDAH NETE AJA DULU YG BENAR GBLG!!!!!!',1,1,1,0,0,0,0,1,0,1,0,0
Berharap rizieq shihab pulang hadapi kasus hukumnya itu ibarat buat orang-orangan sawah lalu ditaruh di laut. Sia-sia! Pecun...dang brengsek itu harusnya dijemput paksa! Kecuali polisi memang takut pada pengikutnya.',1,1,1,0,0,0,0,1,0,1,0,0
USER Congor baginda apa paham arti mengedepankan dialog???? Baginda cm paham fulus &amp; ngaceng',1,1,1,0,0,0,0,1,0,1,0,0
"USER Yahh ini semua gara2 mata wasit yg picek gk liat bola kena raket, jadi pada lebih menyalahkan sikap kevin -__-'",1,1,1,0,0,0,1,0,0,1,0,0
RT USER: USER Manggilnya jgn pelan2 mbak cebong budek smua\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,1,0,0,0,1,0
USER USER Dasar bencong.....!!!',1,1,1,0,0,0,0,1,0,1,0,0
USER USER USER USER Muke lo mirip kontol monyet',1,1,1,0,0,0,1,1,0,1,0,0
"USER Reflek, Sarah mencubit pinggang sang adam ketika motor dilajukan dengan begitu cepatnya. Kedua alisnya tertaut kesal lantas meluncurkan protes.\n\n""Kau ini sedang membawa gadis, bukan preman pasar. Idiot.""'",1,1,1,0,0,0,1,0,0,1,0,0
USER USER Cacat lo ceng',1,1,1,0,0,0,1,0,0,1,0,0
USER papah matamu picek',1,1,1,0,0,0,1,0,0,1,0,0
"USER Ah, congor mu ,zon'",1,1,1,0,0,0,1,0,0,1,0,0
RT USER: hari hari makan babi berbentuk wang haram. muka pun mcm babi. perangai lebih babi dari babi.\n\npolitikus ronggeng babi',1,1,0,1,0,0,1,0,0,0,1,0
USER SI PEREK RT RT LAGI:)',1,1,1,0,0,0,0,1,0,1,0,0
USER Si BEJAT CABUL yg KRIMINAL ngoceh kriminalisasi ulama.\nDasar munafik',1,1,1,0,0,0,0,1,0,1,0,0
Rasanya tuh Si tiang listrik kampret LI JUNHUI mau gue tabrak pake bajaj yg udah dipasangin Bom. Dasar cungkring gak tau diri.',1,1,1,0,0,0,1,0,0,1,0,0
"USER hoooy ayo bales jangan bisu aja kamu,, apa gak malu di sebut kaum iblis hhhhh gelar ahli provokator lebih pantas buatmu",1,1,1,0,0,0,1,0,0,1,0,0
USER halah kntl',1,1,1,0,0,0,0,1,0,1,0,0
USER USER Mana berani dia? Ngaku putra melayu tapi cemen... Beraninya teriak2.. kirain mau dibantu sama yg lain??? \xf0\x9f\x91\xbf\xf0\x9f\xa4\xb8\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e Hajar aja itu mulut bau congor si ardi koplok',1,1,1,0,0,0,1,0,0,1,0,0
"USER Halah bacot, mulut lelaki terkadang selalu begitu~~'",1,1,1,0,0,0,0,1,0,1,0,0
RT USER: USER USER bolot anak alay maxx ini mah biduan kebo parah nyebelin suka bikin marah2 mesum bau pedean \n\ntapi dia mudbus\xe2\x80\xa6',1,1,1,0,0,0,1,0,0,1,0,0
Idiot bet dah si bang luki :( URL,1,1,1,0,0,0,1,0,0,1,0,0
"USER Hahaha.... banci kaleng langsung NYUNGSEP kalau ditanya... pakai akun palsu... kalau ga banci, ya Saracen.. waspadalah.. waspadalah...'",1,1,1,0,0,0,0,1,0,1,0,0
USER pantes bolot gini',1,1,1,0,0,0,1,0,0,1,0,0
USER USER Emak lu jualan ya?\nBajingan.\nAnak pelacur kau rupanya',1,1,1,0,0,0,0,1,0,1,0,0
"USER USER Itu ustad yg ngentat ngentot pas ""dakwah"" ya? (saya kasi kutipan karena ga yakin itu dakwah betulan apa ngga \xf0\x9f\x98\x82)'",1,1,1,0,0,0,0,1,0,1,0,0
"USER USER USER Bolot alias daki' \xf0\x9f\x99\x83""",1,1,1,0,0,0,1,0,0,1,0,0
USER Heleh paling komplotan banci lu juga',1,1,1,0,0,0,0,1,0,1,0,0
USER Hdh cakep2 bolot',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER Bagi para cebong yang sudah buta dan tuli dengan semua kenyataan yg menimpa negeri ini tentu akan selalu membela rezim ini,\nMereka terlalu gampang didoktrin oleh pidato\xc2\xb2 dan data\xc2\xb2 yg indehoi dari pemerintah....'",1,1,0,1,0,0,1,0,0,0,1,0
USER mak lambe monyong .....elo kalo sama bajingan yg begenean mingkem aje yee lambe monyong lo itu ....dasar goblokkkk URL,1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER emng tolol si cal jadi laki',1,1,1,0,0,0,0,1,0,1,0,0
RT USER: USER Sejak kapan Perizinan Satu Pintu dibawah Camat?\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\nPolitisi partai rampok emang otak e cacingan..\nBilang ke Pa\xe2\x80\xa6',1,1,0,1,0,0,1,0,0,0,1,0
USER Men are trash lol. Jap daler tu pahal ckp cm org cacat.',1,1,1,0,0,0,1,0,0,1,0,0
"USER Datang ke PSK soalnya dulu aku pernah ditawarin dari gerindra , kalau joko wi jd lg rakyatnya kere suruh pada jual diri , bisa kali bantu .'",1,1,1,0,0,0,0,1,0,1,0,0
USER USER Jilbab tapi akhlak bagai pecun\nCuihhh!!!',1,1,1,0,0,0,0,1,0,1,0,0
RT USER: USER Nipu kok msh berani bilang diuji allah?hadeh..ampun deh pekok bin idiot tuh org',1,1,1,0,0,0,1,0,0,1,0,0
"USER Dari wajahx aja keliatan oon,munafik ,sok pintar,sok suci..iblis.'",1,1,1,0,0,0,1,0,0,1,0,0
USER dasar maho lu',1,1,1,0,0,0,0,1,0,1,0,0
USER USER Punya temen maho amat heran',1,1,1,0,0,0,0,1,0,1,0,0
"bola itu buat dimainin di lapangan, bukan buat dimain-mainin di congor lu yang bapuk!'",1,1,1,0,0,0,1,0,0,1,0,0
USER USER Haha iya cacat kaya lo yaa otaknya segede otak ayam wkwkwk',1,1,1,0,0,0,1,0,0,1,0,0
"RT USER: gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot\xf0\x9f\x98\xa9 USER'",1,1,1,0,0,0,1,0,0,1,0,0
USER Gue doain budek lu \xf0\x9f\x98\x83 /g',1,1,1,0,0,0,1,0,0,1,0,0
USER Ketahuan kan kalo bima+ apk idiot. \xf0\x9f\x98\x81 URL,1,1,0,1,0,0,1,0,0,0,1,0
woy anjir bolot bat gue aja paham. URL,1,1,1,0,0,0,1,0,0,1,0,0
"USER USER Udh nanti kalau dia on gua omelin yell tenang ae udh,org gila gitu yell jadiin org barang taruhan kan org bego dongo sinting sarap bajingan'",1,1,1,0,0,0,1,0,0,1,0,0
USER Plagiat lagu USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 kaum kntl!!!',1,1,0,1,0,0,0,1,0,0,1,0
"USER USER USER Kan alamat kerjaku udah kukasih tadi.. datang ajah, biar kubuktikan kau itu juga LGBT aka BANCI KALENG....'",1,1,1,0,0,0,0,1,0,1,0,0
USER Spill dong nama restorannya. Gue pernah tinggal di papua dulu &amp; seinget gue harga pangan disana mahal. Mbaknya goblok cacat',1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER USER gelar profesornya aja palsu, dan lucunya dinikmati juga gelar Profesornya. ech gak tahunya kebongkar dosenpun bukan dan hanya staf biasa..\nDan gilanya lagi pengikutnya keburu cinta sama ilmu2 Palsunya..dan Gendengnya la",1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER Bencong teriak bencong',1,1,1,0,0,0,0,1,0,1,0,0
USER BAGAS HOMO PAK KEMARIN SAYA LIAT PROFILE DIA DI GRUNDR',1,1,1,0,0,0,0,1,0,1,0,0
